"biotypes"	"length"	"gc"
"ENSMUSG00000021539"	"protein_coding"	877	47.78
"ENSMUSG00000021538"	"protein_coding"	536	46.83
"ENSMUSG00000037470"	"protein_coding"	2335	46.57
"ENSMUSG00000068758"	"protein_coding"	1394	65.06
"ENSMUSG00000053137"	"protein_coding"	2440	56.39
"ENSMUSG00000053134"	"protein_coding"	2272	49.47
"ENSMUSG00000086123"	"pseudogene"	478	48.74
"ENSMUSG00000086122"	"antisense"	347	48.41
"ENSMUSG00000086121"	"antisense"	504	42.26
"ENSMUSG00000086127"	"lincRNA"	1536	40.43
"ENSMUSG00000086126"	"antisense"	1640	52.83
"ENSMUSG00000086125"	"lincRNA"	810	51.60
"ENSMUSG00000086124"	"lincRNA"	1740	37.36
"ENSMUSG00000086129"	"sense_intronic"	554	49.82
"ENSMUSG00000086128"	"antisense"	499	45.34
"ENSMUSG00000089751"	"protein_coding"	1111	39.50
"ENSMUSG00000036208"	"protein_coding"	1920	48.00
"ENSMUSG00000036206"	"protein_coding"	2668	58.69
"ENSMUSG00000084105"	"pseudogene"	321	44.86
"ENSMUSG00000036202"	"protein_coding"	3898	40.17
"ENSMUSG00000022949"	"protein_coding"	2067	50.85
"ENSMUSG00000022948"	"protein_coding"	1387	55.68
"ENSMUSG00000089755"	"antisense"	531	47.83
"ENSMUSG00000022941"	"protein_coding"	1531	50.23
"ENSMUSG00000022940"	"protein_coding"	768	45.06
"ENSMUSG00000022947"	"protein_coding"	1170	55.98
"ENSMUSG00000022946"	"protein_coding"	7313	54.79
"ENSMUSG00000022945"	"protein_coding"	1193	52.95
"ENSMUSG00000089754"	"pseudogene"	442	42.99
"ENSMUSG00000084101"	"pseudogene"	168	44.64
"ENSMUSG00000095484"	"protein_coding"	948	40.30
"ENSMUSG00000027276"	"protein_coding"	3537	48.92
"ENSMUSG00000070501"	"protein_coding"	2210	39.83
"ENSMUSG00000027274"	"protein_coding"	2307	43.68
"ENSMUSG00000070504"	"protein_coding"	1914	44.25
"ENSMUSG00000027273"	"protein_coding"	2670	44.47
"ENSMUSG00000027270"	"protein_coding"	1184	51.94
"ENSMUSG00000070509"	"protein_coding"	2701	61.25
"ENSMUSG00000084108"	"pseudogene"	518	54.05
"ENSMUSG00000077049"	"miRNA"	97	40.21
"ENSMUSG00000083368"	"pseudogene"	408	46.32
"ENSMUSG00000077040"	"miRNA"	110	57.27
"ENSMUSG00000077042"	"miRNA"	78	62.82
"ENSMUSG00000037552"	"protein_coding"	2918	58.54
"ENSMUSG00000037553"	"protein_coding"	1345	55.87
"ENSMUSG00000004748"	"protein_coding"	910	55.89
"ENSMUSG00000027893"	"protein_coding"	1770	44.61
"ENSMUSG00000027890"	"protein_coding"	1315	52.22
"ENSMUSG00000027896"	"protein_coding"	2186	41.35
"ENSMUSG00000027894"	"protein_coding"	2522	56.46
"ENSMUSG00000027895"	"protein_coding"	3013	57.55
"ENSMUSG00000060938"	"protein_coding"	569	52.55
"ENSMUSG00000031891"	"protein_coding"	1845	57.78
"ENSMUSG00000031893"	"protein_coding"	2210	50.14
"ENSMUSG00000031897"	"protein_coding"	1270	56.46
"ENSMUSG00000031896"	"protein_coding"	888	55.18
"ENSMUSG00000006457"	"protein_coding"	1931	57.31
"ENSMUSG00000031898"	"protein_coding"	1681	55.56
"ENSMUSG00000071671"	"retrotransposed"	348	44.83
"ENSMUSG00000071679"	"protein_coding"	2696	41.03
"ENSMUSG00000021118"	"protein_coding"	1583	50.09
"ENSMUSG00000034112"	"protein_coding"	3223	57.68
"ENSMUSG00000034111"	"protein_coding"	7179	45.74
"ENSMUSG00000034110"	"protein_coding"	1828	58.22
"ENSMUSG00000034117"	"protein_coding"	2644	55.37
"ENSMUSG00000034116"	"protein_coding"	2053	52.80
"ENSMUSG00000034115"	"protein_coding"	5837	48.14
"ENSMUSG00000073741"	"protein_coding"	681	73.72
"ENSMUSG00000034118"	"protein_coding"	1388	48.27
"ENSMUSG00000073747"	"protein_coding"	2338	51.88
"ENSMUSG00000060827"	"protein_coding"	957	41.27
"ENSMUSG00000021111"	"protein_coding"	1669	43.70
"ENSMUSG00000005907"	"protein_coding"	2179	49.42
"ENSMUSG00000009079"	"protein_coding"	1145	50.26
"ENSMUSG00000089305"	"misc_RNA"	91	48.35
"ENSMUSG00000029368"	"protein_coding"	2043	47.53
"ENSMUSG00000029369"	"protein_coding"	2251	44.33
"ENSMUSG00000009070"	"protein_coding"	1101	52.84
"ENSMUSG00000029364"	"protein_coding"	1480	55.17
"ENSMUSG00000009073"	"protein_coding"	1451	49.99
"ENSMUSG00000029363"	"protein_coding"	1535	51.76
"ENSMUSG00000029360"	"protein_coding"	3004	57.19
"ENSMUSG00000029361"	"protein_coding"	4472	54.90
"ENSMUSG00000089203"	"snoRNA"	129	52.71
"ENSMUSG00000023030"	"protein_coding"	1343	52.60
"ENSMUSG00000089201"	"snRNA"	61	31.15
"ENSMUSG00000089207"	"rRNA"	110	44.55
"ENSMUSG00000089206"	"snRNA"	107	46.73
"ENSMUSG00000049717"	"protein_coding"	3593	43.79
"ENSMUSG00000089204"	"miRNA"	109	45.87
"ENSMUSG00000049719"	"protein_coding"	1235	52.27
"ENSMUSG00000089209"	"snoRNA"	139	53.24
"ENSMUSG00000089208"	"rRNA"	73	52.05
"ENSMUSG00000071552"	"protein_coding"	963	52.13
"ENSMUSG00000009566"	"protein_coding"	975	57.07
"ENSMUSG00000042895"	"protein_coding"	1762	48.07
"ENSMUSG00000071553"	"protein_coding"	695	47.33
"ENSMUSG00000023034"	"protein_coding"	2474	57.03
"ENSMUSG00000017499"	"protein_coding"	3167	48.00
"ENSMUSG00000065521"	"miRNA"	79	63.29
"ENSMUSG00000083326"	"pseudogene"	214	47.66
"ENSMUSG00000083327"	"pseudogene"	2406	48.46
"ENSMUSG00000083324"	"pseudogene"	636	45.44
"ENSMUSG00000083325"	"pseudogene"	1371	49.23
"ENSMUSG00000043410"	"protein_coding"	2971	38.27
"ENSMUSG00000043411"	"protein_coding"	1584	47.40
"ENSMUSG00000083320"	"pseudogene"	798	44.61
"ENSMUSG00000083321"	"pseudogene"	253	40.32
"ENSMUSG00000043418"	"protein_coding"	2781	45.13
"ENSMUSG00000043419"	"lincRNA"	1235	53.34
"ENSMUSG00000083328"	"pseudogene"	438	50.46
"ENSMUSG00000083329"	"pseudogene"	449	49.67
"ENSMUSG00000024136"	"protein_coding"	1204	53.35
"ENSMUSG00000083366"	"pseudogene"	663	39.82
"ENSMUSG00000075376"	"protein_coding"	5487	39.16
"ENSMUSG00000075377"	"protein_coding"	954	49.06
"ENSMUSG00000008301"	"protein_coding"	1359	50.30
"ENSMUSG00000075379"	"protein_coding"	1059	45.42
"ENSMUSG00000008305"	"protein_coding"	2521	52.28
"ENSMUSG00000008307"	"protein_coding"	534	41.25
"ENSMUSG00000005237"	"protein_coding"	6239	54.00
"ENSMUSG00000067424"	"protein_coding"	1036	44.75
"ENSMUSG00000035798"	"protein_coding"	2846	41.92
"ENSMUSG00000035799"	"protein_coding"	1616	59.65
"ENSMUSG00000078531"	"lincRNA"	4517	51.80
"ENSMUSG00000078532"	"protein_coding"	2552	55.72
"ENSMUSG00000035790"	"protein_coding"	1535	46.45
"ENSMUSG00000005233"	"protein_coding"	1029	44.08
"ENSMUSG00000045150"	"protein_coding"	1012	40.02
"ENSMUSG00000044824"	"protein_coding"	951	55.84
"ENSMUSG00000044827"	"protein_coding"	2652	44.87
"ENSMUSG00000044820"	"protein_coding"	689	55.44
"ENSMUSG00000079109"	"protein_coding"	2185	46.90
"ENSMUSG00000001100"	"protein_coding"	1043	53.11
"ENSMUSG00000006333"	"protein_coding"	762	53.75
"ENSMUSG00000035842"	"protein_coding"	4149	51.75
"ENSMUSG00000001103"	"protein_coding"	1324	52.81
"ENSMUSG00000001105"	"protein_coding"	906	49.39
"ENSMUSG00000006335"	"protein_coding"	783	57.56
"ENSMUSG00000087319"	"lincRNA"	2309	44.95
"ENSMUSG00000087318"	"lincRNA"	656	50.61
"ENSMUSG00000042105"	"protein_coding"	2460	45.29
"ENSMUSG00000087317"	"antisense"	2264	51.90
"ENSMUSG00000087316"	"lincRNA"	373	41.02
"ENSMUSG00000087314"	"antisense"	1432	45.95
"ENSMUSG00000042106"	"protein_coding"	792	57.56
"ENSMUSG00000058301"	"protein_coding"	4616	57.91
"ENSMUSG00000032228"	"protein_coding"	4707	45.08
"ENSMUSG00000074291"	"protein_coding"	930	40.97
"ENSMUSG00000074292"	"lincRNA"	1203	41.48
"ENSMUSG00000079662"	"protein_coding"	4894	59.66
"ENSMUSG00000032221"	"protein_coding"	1805	48.86
"ENSMUSG00000032220"	"protein_coding"	4944	50.79
"ENSMUSG00000079666"	"protein_coding"	683	42.53
"ENSMUSG00000032226"	"protein_coding"	4301	46.50
"ENSMUSG00000032224"	"protein_coding"	1089	49.56
"ENSMUSG00000085851"	"antisense"	3390	42.04
"ENSMUSG00000084959"	"antisense"	1294	45.21
"ENSMUSG00000084954"	"lincRNA"	250	41.20
"ENSMUSG00000084955"	"pseudogene"	902	48.67
"ENSMUSG00000084956"	"antisense"	376	60.64
"ENSMUSG00000084957"	"protein_coding"	2488	41.88
"ENSMUSG00000084950"	"protein_coding"	1221	51.24
"ENSMUSG00000084951"	"antisense"	610	46.72
"ENSMUSG00000040258"	"protein_coding"	1675	61.37
"ENSMUSG00000040254"	"protein_coding"	6521	39.84
"ENSMUSG00000040253"	"protein_coding"	5541	41.85
"ENSMUSG00000040250"	"protein_coding"	1001	43.06
"ENSMUSG00000086018"	"antisense"	826	45.92
"ENSMUSG00000085858"	"protein_coding"	516	48.84
"ENSMUSG00000050158"	"protein_coding"	1040	41.15
"ENSMUSG00000049528"	"protein_coding"	943	47.40
"ENSMUSG00000024208"	"protein_coding"	506	56.09
"ENSMUSG00000024209"	"protein_coding"	1810	53.78
"ENSMUSG00000024206"	"protein_coding"	3315	58.50
"ENSMUSG00000050150"	"protein_coding"	1180	44.37
"ENSMUSG00000055305"	"protein_coding"	1687	52.38
"ENSMUSG00000024205"	"pseudogene"	311	61.09
"ENSMUSG00000000275"	"protein_coding"	4196	51.60
"ENSMUSG00000055302"	"protein_coding"	1648	51.15
"ENSMUSG00000050157"	"protein_coding"	1223	53.72
"ENSMUSG00000024201"	"protein_coding"	2196	58.28
"ENSMUSG00000049526"	"protein_coding"	1255	47.81
"ENSMUSG00000061232"	"protein_coding"	1053	55.85
"ENSMUSG00000083454"	"pseudogene"	404	54.95
"ENSMUSG00000091337"	"protein_coding"	2539	44.98
"ENSMUSG00000061969"	"protein_coding"	2535	35.19
"ENSMUSG00000061961"	"protein_coding"	951	37.43
"ENSMUSG00000056656"	"protein_coding"	2168	53.06
"ENSMUSG00000051682"	"protein_coding"	929	52.32
"ENSMUSG00000051680"	"protein_coding"	952	47.90
"ENSMUSG00000041708"	"protein_coding"	1399	57.72
"ENSMUSG00000041702"	"protein_coding"	4298	48.39
"ENSMUSG00000041703"	"protein_coding"	2736	49.79
"ENSMUSG00000041700"	"protein_coding"	1113	46.72
"ENSMUSG00000083453"	"pseudogene"	361	50.42
"ENSMUSG00000041707"	"protein_coding"	1473	49.63
"ENSMUSG00000059005"	"protein_coding"	1728	44.20
"ENSMUSG00000081418"	"pseudogene"	700	49.29
"ENSMUSG00000081416"	"pseudogene"	386	47.41
"ENSMUSG00000081417"	"pseudogene"	492	58.94
"ENSMUSG00000081414"	"pseudogene"	718	47.63
"ENSMUSG00000081415"	"pseudogene"	135	39.26
"ENSMUSG00000081412"	"pseudogene"	1227	39.93
"ENSMUSG00000081413"	"pseudogene"	269	50.56
"ENSMUSG00000081410"	"pseudogene"	512	41.99
"ENSMUSG00000036330"	"protein_coding"	1602	50.95
"ENSMUSG00000059169"	"protein_coding"	1200	56.70
"ENSMUSG00000036334"	"protein_coding"	10084	45.20
"ENSMUSG00000068079"	"protein_coding"	980	65.82
"ENSMUSG00000047702"	"protein_coding"	936	49.68
"ENSMUSG00000044469"	"protein_coding"	2379	54.60
"ENSMUSG00000068074"	"protein_coding"	532	46.05
"ENSMUSG00000051351"	"protein_coding"	1534	53.50
"ENSMUSG00000004221"	"protein_coding"	2909	50.66
"ENSMUSG00000051354"	"protein_coding"	2247	43.25
"ENSMUSG00000051355"	"protein_coding"	1563	47.82
"ENSMUSG00000051359"	"protein_coding"	1803	49.27
"ENSMUSG00000066756"	"protein_coding"	575	44.35
"ENSMUSG00000066755"	"protein_coding"	2066	39.35
"ENSMUSG00000066752"	"protein_coding"	2264	49.34
"ENSMUSG00000066750"	"protein_coding"	1048	44.47
"ENSMUSG00000092953"	"miRNA"	84	48.81
"ENSMUSG00000092952"	"miRNA"	81	55.56
"ENSMUSG00000057215"	"lincRNA"	1294	43.28
"ENSMUSG00000092950"	"miRNA"	81	55.56
"ENSMUSG00000092957"	"miRNA"	71	52.11
"ENSMUSG00000092956"	"miRNA"	89	83.15
"ENSMUSG00000092955"	"misc_RNA"	256	51.17
"ENSMUSG00000092954"	"miRNA"	71	57.75
"ENSMUSG00000092958"	"miRNA"	84	39.29
"ENSMUSG00000057219"	"protein_coding"	1135	57.82
"ENSMUSG00000082444"	"pseudogene"	304	52.30
"ENSMUSG00000082446"	"pseudogene"	602	47.01
"ENSMUSG00000082447"	"pseudogene"	585	44.27
"ENSMUSG00000082440"	"pseudogene"	459	46.41
"ENSMUSG00000082442"	"pseudogene"	397	36.52
"ENSMUSG00000082443"	"pseudogene"	380	44.74
"ENSMUSG00000082448"	"pseudogene"	490	52.86
"ENSMUSG00000094342"	"protein_coding"	498	50.20
"ENSMUSG00000091195"	"protein_coding"	87	36.78
"ENSMUSG00000091192"	"antisense"	265	54.72
"ENSMUSG00000091193"	"protein_coding"	378	37.83
"ENSMUSG00000084138"	"pseudogene"	204	37.25
"ENSMUSG00000084139"	"pseudogene"	389	48.84
"ENSMUSG00000084136"	"pseudogene"	1006	41.14
"ENSMUSG00000084137"	"pseudogene"	1072	46.27
"ENSMUSG00000084134"	"pseudogene"	368	48.37
"ENSMUSG00000084135"	"pseudogene"	813	55.16
"ENSMUSG00000084132"	"pseudogene"	570	50.00
"ENSMUSG00000084133"	"pseudogene"	1293	47.80
"ENSMUSG00000084130"	"pseudogene"	214	51.40
"ENSMUSG00000084131"	"pseudogene"	1214	51.65
"ENSMUSG00000095457"	"protein_coding"	1764	44.33
"ENSMUSG00000095456"	"protein_coding"	1299	59.66
"ENSMUSG00000092487"	"pseudogene"	924	42.86
"ENSMUSG00000095454"	"pseudogene"	475	55.58
"ENSMUSG00000095453"	"rRNA"	119	60.50
"ENSMUSG00000092480"	"pseudogene"	235	56.17
"ENSMUSG00000095451"	"pseudogene"	1026	36.74
"ENSMUSG00000092482"	"processed_transcript"	1373	51.35
"ENSMUSG00000092489"	"pseudogene"	922	36.88
"ENSMUSG00000092488"	"pseudogene"	1070	50.56
"ENSMUSG00000095459"	"protein_coding"	684	46.20
"ENSMUSG00000095458"	"snoRNA"	94	44.68
"ENSMUSG00000010529"	"protein_coding"	1213	57.63
"ENSMUSG00000020646"	"protein_coding"	2754	45.63
"ENSMUSG00000020647"	"protein_coding"	7328	48.72
"ENSMUSG00000009535"	"protein_coding"	2016	44.38
"ENSMUSG00000016493"	"protein_coding"	1241	38.43
"ENSMUSG00000016496"	"protein_coding"	3622	44.92
"ENSMUSG00000016494"	"protein_coding"	2543	49.33
"ENSMUSG00000016495"	"protein_coding"	762	48.67
"ENSMUSG00000016498"	"protein_coding"	1645	49.24
"ENSMUSG00000070128"	"miRNA"	79	48.10
"ENSMUSG00000070129"	"miRNA"	82	45.12
"ENSMUSG00000064440"	"snoRNA"	80	45.00
"ENSMUSG00000064441"	"snoRNA"	64	42.19
"ENSMUSG00000064442"	"snoRNA"	135	42.96
"ENSMUSG00000064443"	"snRNA"	116	46.55
"ENSMUSG00000064444"	"snRNA"	101	33.66
"ENSMUSG00000064446"	"snRNA"	107	41.12
"ENSMUSG00000094502"	"IG_V_gene"	348	51.44
"ENSMUSG00000094503"	"pseudogene"	447	49.89
"ENSMUSG00000094500"	"protein_coding"	585	44.10
"ENSMUSG00000050978"	"retrotransposed"	405	50.37
"ENSMUSG00000094506"	"miRNA"	121	42.15
"ENSMUSG00000094507"	"protein_coding"	1083	43.03
"ENSMUSG00000094504"	"protein_coding"	651	60.37
"ENSMUSG00000094505"	"IG_V_gene"	301	48.84
"ENSMUSG00000050973"	"protein_coding"	3132	51.05
"ENSMUSG00000094508"	"snoRNA"	79	43.04
"ENSMUSG00000094509"	"IG_V_gene"	351	52.42
"ENSMUSG00000050974"	"protein_coding"	597	49.41
"ENSMUSG00000062729"	"protein_coding"	1681	55.29
"ENSMUSG00000062727"	"protein_coding"	479	59.29
"ENSMUSG00000002718"	"protein_coding"	1502	41.91
"ENSMUSG00000045835"	"protein_coding"	1994	52.41
"ENSMUSG00000063193"	"protein_coding"	2188	50.11
"ENSMUSG00000045838"	"protein_coding"	3053	56.58
"ENSMUSG00000091368"	"pseudogene"	502	46.81
"ENSMUSG00000036040"	"protein_coding"	2285	56.36
"ENSMUSG00000053442"	"protein_coding"	984	51.83
"ENSMUSG00000036046"	"protein_coding"	4334	55.79
"ENSMUSG00000036045"	"pseudogene"	1131	50.04
"ENSMUSG00000053441"	"protein_coding"	4666	49.14
"ENSMUSG00000091361"	"protein_coding"	588	44.90
"ENSMUSG00000002319"	"protein_coding"	1557	55.62
"ENSMUSG00000091363"	"pseudogene"	1479	51.79
"ENSMUSG00000061195"	"protein_coding"	1014	42.21
"ENSMUSG00000091367"	"pseudogene"	237	31.22
"ENSMUSG00000091366"	"pseudogene"	718	54.54
"ENSMUSG00000027309"	"protein_coding"	1382	50.10
"ENSMUSG00000091487"	"pseudogene"	643	46.19
"ENSMUSG00000078272"	"protein_coding"	150	64.00
"ENSMUSG00000078273"	"protein_coding"	153	64.71
"ENSMUSG00000078270"	"protein_coding"	153	64.71
"ENSMUSG00000078271"	"protein_coding"	138	61.59
"ENSMUSG00000078276"	"protein_coding"	153	62.75
"ENSMUSG00000078277"	"protein_coding"	153	64.71
"ENSMUSG00000078274"	"protein_coding"	138	64.49
"ENSMUSG00000078275"	"protein_coding"	150	62.67
"ENSMUSG00000078278"	"protein_coding"	138	63.04
"ENSMUSG00000078279"	"protein_coding"	153	64.71
"ENSMUSG00000018983"	"protein_coding"	2582	56.33
"ENSMUSG00000018986"	"protein_coding"	1816	43.50
"ENSMUSG00000038685"	"protein_coding"	1892	51.83
"ENSMUSG00000038683"	"protein_coding"	1621	50.92
"ENSMUSG00000037790"	"protein_coding"	306	40.52
"ENSMUSG00000037791"	"protein_coding"	1403	54.41
"ENSMUSG00000001663"	"protein_coding"	870	54.82
"ENSMUSG00000001665"	"protein_coding"	916	54.59
"ENSMUSG00000037795"	"protein_coding"	3054	47.36
"ENSMUSG00000001666"	"protein_coding"	611	54.50
"ENSMUSG00000037798"	"protein_coding"	3208	49.47
"ENSMUSG00000010760"	"protein_coding"	757	56.54
"ENSMUSG00000020978"	"protein_coding"	2270	48.17
"ENSMUSG00000020973"	"protein_coding"	3390	55.69
"ENSMUSG00000020974"	"protein_coding"	1695	44.66
"ENSMUSG00000096830"	"miRNA"	67	43.28
"ENSMUSG00000096831"	"pseudogene"	399	49.37
"ENSMUSG00000096832"	"snoRNA"	71	49.30
"ENSMUSG00000096833"	"IG_V_gene"	352	50.85
"ENSMUSG00000096834"	"protein_coding"	1982	41.76
"ENSMUSG00000063130"	"protein_coding"	1426	51.12
"ENSMUSG00000063133"	"protein_coding"	867	50.75
"ENSMUSG00000096837"	"pseudogene"	447	49.44
"ENSMUSG00000096838"	"snRNA"	166	57.23
"ENSMUSG00000096839"	"protein_coding"	1213	40.75
"ENSMUSG00000031365"	"protein_coding"	4380	46.70
"ENSMUSG00000030079"	"protein_coding"	1170	51.19
"ENSMUSG00000030074"	"protein_coding"	1524	55.55
"ENSMUSG00000030075"	"protein_coding"	5183	41.39
"ENSMUSG00000030077"	"protein_coding"	7751	40.42
"ENSMUSG00000092103"	"lincRNA"	611	41.73
"ENSMUSG00000092107"	"pseudogene"	450	43.33
"ENSMUSG00000092109"	"protein_coding"	611	45.01
"ENSMUSG00000048029"	"protein_coding"	2568	51.52
"ENSMUSG00000048022"	"protein_coding"	4985	45.06
"ENSMUSG00000011382"	"protein_coding"	1963	48.39
"ENSMUSG00000048027"	"protein_coding"	2633	52.98
"ENSMUSG00000031309"	"protein_coding"	1672	45.91
"ENSMUSG00000090383"	"protein_coding"	2589	40.75
"ENSMUSG00000031303"	"protein_coding"	4348	48.60
"ENSMUSG00000031302"	"protein_coding"	4707	51.69
"ENSMUSG00000031304"	"protein_coding"	1040	48.58
"ENSMUSG00000023403"	"protein_coding"	2599	39.89
"ENSMUSG00000025804"	"protein_coding"	2831	39.07
"ENSMUSG00000025809"	"protein_coding"	2020	44.18
"ENSMUSG00000025808"	"protein_coding"	1390	40.24
"ENSMUSG00000021313"	"protein_coding"	16813	49.56
"ENSMUSG00000021311"	"protein_coding"	4482	48.82
"ENSMUSG00000029168"	"protein_coding"	2251	55.21
"ENSMUSG00000029169"	"protein_coding"	3009	43.37
"ENSMUSG00000021314"	"protein_coding"	3193	51.05
"ENSMUSG00000029165"	"protein_coding"	2325	55.29
"ENSMUSG00000021319"	"protein_coding"	1756	50.80
"ENSMUSG00000021318"	"protein_coding"	3388	54.45
"ENSMUSG00000029161"	"protein_coding"	1328	55.80
"ENSMUSG00000029162"	"protein_coding"	1002	57.87
"ENSMUSG00000029163"	"protein_coding"	2098	58.75
"ENSMUSG00000093271"	"miRNA"	70	32.86
"ENSMUSG00000093270"	"miRNA"	78	51.28
"ENSMUSG00000093273"	"miRNA"	67	47.76
"ENSMUSG00000093275"	"misc_RNA"	244	48.36
"ENSMUSG00000093274"	"miRNA"	101	49.50
"ENSMUSG00000093277"	"snoRNA"	137	42.34
"ENSMUSG00000093276"	"miRNA"	125	57.60
"ENSMUSG00000093279"	"miRNA"	117	27.35
"ENSMUSG00000093278"	"miRNA"	87	54.02
"ENSMUSG00000033327"	"protein_coding"	10795	60.75
"ENSMUSG00000027513"	"protein_coding"	1833	54.18
"ENSMUSG00000075031"	"protein_coding"	469	57.57
"ENSMUSG00000033326"	"protein_coding"	3063	54.07
"ENSMUSG00000027517"	"protein_coding"	812	58.22
"ENSMUSG00000011960"	"protein_coding"	1881	45.66
"ENSMUSG00000042709"	"protein_coding"	805	53.29
"ENSMUSG00000042708"	"protein_coding"	1716	49.16
"ENSMUSG00000036825"	"protein_coding"	2006	49.74
"ENSMUSG00000042705"	"protein_coding"	1561	46.12
"ENSMUSG00000036826"	"protein_coding"	1205	56.64
"ENSMUSG00000036820"	"protein_coding"	973	58.90
"ENSMUSG00000042700"	"protein_coding"	7592	50.81
"ENSMUSG00000028699"	"protein_coding"	1246	48.46
"ENSMUSG00000028698"	"protein_coding"	2598	48.06
"ENSMUSG00000028696"	"protein_coding"	2116	44.67
"ENSMUSG00000028691"	"protein_coding"	938	43.73
"ENSMUSG00000028690"	"protein_coding"	1292	47.78
"ENSMUSG00000028693"	"protein_coding"	1618	42.52
"ENSMUSG00000028692"	"protein_coding"	1196	49.41
"ENSMUSG00000096598"	"snRNA"	107	42.99
"ENSMUSG00000022462"	"protein_coding"	4626	43.69
"ENSMUSG00000022463"	"protein_coding"	4989	57.55
"ENSMUSG00000022464"	"protein_coding"	2920	45.76
"ENSMUSG00000022466"	"protein_coding"	2260	48.36
"ENSMUSG00000022468"	"protein_coding"	2404	51.09
"ENSMUSG00000022469"	"protein_coding"	1699	58.71
"ENSMUSG00000035559"	"protein_coding"	955	60.42
"ENSMUSG00000038302"	"protein_coding"	1948	48.85
"ENSMUSG00000035551"	"protein_coding"	1805	54.44
"ENSMUSG00000038300"	"protein_coding"	569	66.96
"ENSMUSG00000038301"	"protein_coding"	1424	45.21
"ENSMUSG00000038304"	"protein_coding"	2056	46.55
"ENSMUSG00000038305"	"protein_coding"	1452	49.84
"ENSMUSG00000095431"	"snRNA"	105	38.10
"ENSMUSG00000020198"	"protein_coding"	4730	55.33
"ENSMUSG00000092426"	"pseudogene"	577	45.06
"ENSMUSG00000020193"	"protein_coding"	4248	40.28
"ENSMUSG00000020190"	"protein_coding"	3065	58.73
"ENSMUSG00000020191"	"protein_coding"	613	52.34
"ENSMUSG00000020196"	"protein_coding"	7460	56.72
"ENSMUSG00000095433"	"protein_coding"	498	51.00
"ENSMUSG00000028347"	"protein_coding"	1609	47.99
"ENSMUSG00000028345"	"protein_coding"	1823	41.48
"ENSMUSG00000092424"	"non_coding"	92	69.57
"ENSMUSG00000028343"	"protein_coding"	1009	39.59
"ENSMUSG00000028341"	"protein_coding"	3243	54.15
"ENSMUSG00000092422"	"pseudogene"	220	42.27
"ENSMUSG00000052187"	"protein_coding"	661	48.56
"ENSMUSG00000052180"	"protein_coding"	1326	45.29
"ENSMUSG00000049866"	"protein_coding"	3369	52.41
"ENSMUSG00000052182"	"protein_coding"	939	38.76
"ENSMUSG00000049864"	"protein_coding"	996	40.86
"ENSMUSG00000052188"	"antisense"	617	49.64
"ENSMUSG00000013523"	"protein_coding"	1552	52.45
"ENSMUSG00000087159"	"processed_transcript"	539	47.36
"ENSMUSG00000087158"	"sense_intronic"	364	37.36
"ENSMUSG00000087151"	"lincRNA"	691	48.19
"ENSMUSG00000087150"	"pseudogene"	1330	44.69
"ENSMUSG00000087153"	"protein_coding"	2703	43.26
"ENSMUSG00000087152"	"pseudogene"	619	43.18
"ENSMUSG00000087155"	"antisense"	460	45.87
"ENSMUSG00000087157"	"lincRNA"	627	48.96
"ENSMUSG00000032028"	"protein_coding"	1396	45.15
"ENSMUSG00000052459"	"protein_coding"	2197	47.78
"ENSMUSG00000052456"	"protein_coding"	1250	56.16
"ENSMUSG00000032020"	"protein_coding"	1708	54.25
"ENSMUSG00000032023"	"protein_coding"	1561	45.49
"ENSMUSG00000032024"	"protein_coding"	1503	56.30
"ENSMUSG00000052450"	"protein_coding"	2568	35.09
"ENSMUSG00000032026"	"protein_coding"	1075	50.51
"ENSMUSG00000057738"	"protein_coding"	3752	51.57
"ENSMUSG00000087482"	"processed_transcript"	472	45.97
"ENSMUSG00000087481"	"antisense"	2623	41.26
"ENSMUSG00000087480"	"lincRNA"	2971	42.07
"ENSMUSG00000087487"	"antisense"	1491	51.44
"ENSMUSG00000087486"	"antisense"	466	60.30
"ENSMUSG00000087485"	"lincRNA"	1171	50.56
"ENSMUSG00000087484"	"lincRNA"	1448	48.59
"ENSMUSG00000087489"	"antisense"	615	38.37
"ENSMUSG00000043895"	"protein_coding"	2815	55.42
"ENSMUSG00000043897"	"protein_coding"	2605	42.99
"ENSMUSG00000024448"	"protein_coding"	1153	48.81
"ENSMUSG00000024446"	"protein_coding"	512	56.72
"ENSMUSG00000024440"	"protein_coding"	5587	52.35
"ENSMUSG00000092685"	"miRNA"	101	49.50
"ENSMUSG00000024442"	"protein_coding"	2404	55.74
"ENSMUSG00000060240"	"protein_coding"	1577	56.37
"ENSMUSG00000060244"	"protein_coding"	1273	50.59
"ENSMUSG00000060245"	"protein_coding"	1443	36.11
